Car Make,Model,Mileage,Configuration,Year of Make,Primary Damage,Secondary Damage,Website Post Date,Sell Date,Estimated Price (USD),Options,Engine Type,Horsepower
Mercedes-Benz,C-Class,52498,Automatic,2010,,,2024-03-22 16:34:10.671128,2024-05-12 16:34:10.671128,10000.0,Base,2.0L I4 Turbo,255
Toyota,Highlander,121672,Automatic,2016,,,2022-04-29 16:34:10.671141,2022-06-01 16:34:10.671141,10000.0,Luxe,2.5L I4 Hybrid,243
Toyota,RAV4,15352,Automatic,1997,,,2023-03-12 16:34:10.671153,2023-04-22 16:34:10.671153,10000.0,Base,2.5L I4,203
Audi,Q5,54267,Manual,2013,,,2022-11-07 16:34:10.671165,,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,RAV4,135700,Automatic,2020,,,2023-06-07 16:34:10.671175,,13983.22,Base,2.5L I4,203
Mercedes-Benz,S-Class,85068,Automatic,1976,Front,,2023-11-12 16:34:10.671187,2023-12-22 16:34:10.671187,11776.88,Advanced,4.0L V8,496
Audi,Q5,87492,Automatic,2012,Front,Roof,2024-01-28 16:34:10.671202,,15000.0,Luxe,3.0L V6,349
Toyota,Corolla,40922,Automatic,1985,,,2024-07-02 16:34:10.671213,2024-08-25 16:34:10.671213,10000.0,Luxe,2.0L I4,169
Toyota,Camry,65785,Automatic,2023,,,2022-09-07 16:34:10.671225,,42182.56,Luxe,3.5L V6,301
Audi,A8,48848,Manual,2001,,,2022-08-09 16:34:10.671238,,34032.36,Luxe,3.0L V6 Turbo,335
Audi,Q5,66924,Automatic,2013,,,2024-06-30 16:34:10.671250,,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Highlander,183211,Automatic,2016,,,2023-07-09 16:34:10.671261,,10000.0,Luxe,2.5L I4 Hybrid,243
Audi,Q5,197557,Automatic,2017,,,2023-04-10 16:34:10.671272,,15000.0,Luxe,3.0L V6,349
Audi,A8,24319,Automatic,2006,,,2023-10-06 16:34:10.671284,,34084.11,Luxe,3.0L V6 Turbo,335
Audi,Q7,28563,Automatic,2013,,,2024-07-05 16:34:10.671295,,18338.699999999997,Base,3.0L V6 Turbo,335
Audi,Q7,185053,Automatic,2011,,,2024-10-19 16:34:10.671307,,15000.0,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,GLC,153836,Automatic,2015,,,2023-03-24 16:34:10.671319,2023-04-07 16:34:10.671319,10000.0,Full,2.0L I4 Turbo,255
Mercedes-Benz,GLA,179422,Automatic,2022,,,2022-12-13 16:34:10.671331,,38176.28,Luxe,2.0L I4 Turbo,221
Toyota,Corolla,38985,Automatic,1992,,,2022-07-07 16:34:10.671343,,10000.0,Full,1.8L I4,139
Toyota,Highlander,189536,Automatic,2010,Side,,2023-11-30 16:34:10.671357,2024-01-26 16:34:10.671357,10000.0,Full,2.5L I4 Hybrid,243
Toyota,Tacoma,9405,Automatic,1997,Roof,,2023-08-16 16:34:10.671369,2023-09-04 16:34:10.671369,10000.0,Advanced,3.5L V6,278
Mercedes-Benz,C-Class,199343,Automatic,2022,Rear,,2023-08-17 16:34:10.671381,,27133.1,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLA,125906,Automatic,2017,,,2024-03-05 16:34:10.671392,,10000.0,Luxe,2.0L I4 Turbo,221
Audi,A8,126953,Automatic,2010,Side,,2022-03-20 16:34:10.671403,2022-03-28 16:34:10.671403,17086.14,Base,4.0L V8,563
Audi,A4,19534,Automatic,2021,,,2024-06-14 16:34:10.671416,,54727.979999999996,Base,2.0L I4 Turbo,261
Toyota,RAV4,168030,Automatic,2012,,,2024-07-02 16:34:10.671428,2024-08-07 16:34:10.671428,10000.0,Base,2.5L I4,203
Audi,A8,43343,Automatic,2017,Side,,2024-07-06 16:34:10.671443,2024-07-27 16:34:10.671443,23268.66,Full,4.0L V8,563
Audi,Q7,22183,Automatic,2018,,,2024-02-12 16:34:10.671456,,20782.44,Full,3.0L V6 Turbo,335
Audi,A4,46442,Automatic,2002,,,2022-06-03 16:34:10.671477,,15000.0,Advanced,2.0L I4 Turbo,261
Audi,A6,186571,Automatic,2003,,,2024-01-30 16:34:10.671488,,15000.0,Advanced,2.0L I4 Turbo,248
Toyota,Tacoma,69820,Automatic,1996,,,2024-01-14 16:34:10.671499,2024-02-11 16:34:10.671499,10000.0,Full,2.7L I4,159
Toyota,Camry,152704,Automatic,2008,,,2022-06-03 16:34:10.671511,,10000.0,Full,2.5L I4,203
Mercedes-Benz,GLA,173370,Automatic,2019,,,2022-12-30 16:34:10.671522,2023-02-25 16:34:10.671522,10000.0,Luxe,2.0L I4 Turbo,221
Audi,Q5,126487,Automatic,2018,,,2023-03-05 16:34:10.671534,,15000.0,Luxe,3.0L V6,349
Toyota,Corolla,62468,Automatic,1984,Rear,,2024-08-20 16:34:10.671547,,10000.0,Full,1.8L I4,139
Mercedes-Benz,S-Class,153594,Automatic,1980,,,2022-09-30 16:34:10.671557,,11222.84,Advanced,4.0L V8,496
Audi,A6,159629,Automatic,2009,,,2024-08-12 16:34:10.671569,2024-09-14 16:34:10.671569,15000.0,Base,2.0L I4 Turbo,248
Mercedes-Benz,E-Class,169605,Automatic,2010,Rear,,2022-06-05 16:34:10.671583,2022-07-02 16:34:10.671583,10000.0,Advanced,3.0L I6 Turbo,362
Toyota,Camry,140302,Automatic,1995,,,2022-08-11 16:34:10.671595,,10000.0,Luxe,3.5L V6,301
Audi,A8,30727,Automatic,1998,,,2023-02-28 16:34:10.671606,,26137.5,Base,4.0L V8,563
Mercedes-Benz,GLA,27895,Manual,2021,Rear,,2023-06-14 16:34:10.671618,,29347.94,Advanced,2.0L I4 Turbo,221
Toyota,RAV4,60219,Automatic,2007,,,2024-08-29 16:34:10.671630,,10000.0,Advanced,2.5L I4,203
Mercedes-Benz,C-Class,162402,Automatic,2017,,,2024-04-08 16:34:10.671641,2024-05-15 16:34:10.671641,10000.0,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,192709,Automatic,2020,,,2022-05-17 16:34:10.671653,2022-07-14 16:34:10.671653,24330.62,Full,2.0L I4 Turbo,255
Toyota,Tacoma,140734,Automatic,2011,,,2023-01-13 16:34:10.671666,2023-01-29 16:34:10.671666,10000.0,Base,3.5L V6,278
Audi,Q7,176281,Automatic,2007,,,2022-04-29 16:34:10.671679,2022-05-31 16:34:10.671679,16372.77,Luxe,2.0L I4 Turbo,248
Mercedes-Benz,GLC,62228,Automatic,2016,Roof,,2023-02-01 16:34:10.671692,,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,70382,Automatic,2006,,,2022-12-10 16:34:10.671703,2023-02-02 16:34:10.671703,10000.0,Base,2.0L I4 Turbo,255
Toyota,Camry,56263,Automatic,1983,,,2024-01-19 16:34:10.671715,2024-03-14 16:34:10.671715,10000.0,Advanced,2.5L I4,203
Audi,A8,141414,Automatic,1994,,,2022-10-01 16:34:10.671728,,20065.23,Base,4.0L V8,563
Toyota,RAV4,61549,Automatic,2005,Front,,2022-06-21 16:34:10.671740,2022-07-25 16:34:10.671740,10000.0,Base,2.5L I4,203
Mercedes-Benz,GLA,92795,Automatic,2015,,,2023-02-10 16:34:10.671753,2023-02-17 16:34:10.671753,10000.0,Base,2.0L I4 Turbo,221
Audi,A6,32345,Automatic,1997,,,2024-08-01 16:34:10.671765,,21164.97,Luxe,3.0L V6 Turbo,335
Toyota,Corolla,38019,Automatic,1984,Rear,,2024-11-06 16:34:10.671776,,10000.0,Luxe,2.0L I4,169
Audi,Q5,176074,Automatic,2015,Rear,,2022-05-02 16:34:10.671787,2022-06-18 16:34:10.671787,15000.0,Luxe,2.0L I4 Turbo,261
Audi,A4,152775,Automatic,2009,Rear,,2024-09-19 16:34:10.671800,2024-09-25 16:34:10.671800,15000.0,Full,2.0L I4 Turbo,261
Audi,Q5,53159,Automatic,2023,Front,,2023-04-03 16:34:10.671812,,80074.02,Advanced,3.0L V6,349
Toyota,Highlander,156520,Automatic,2007,,,2022-05-26 16:34:10.671823,,10000.0,Full,3.5L V6,295
Toyota,Highlander,114273,Automatic,2015,,,2023-04-11 16:34:10.671834,,10000.0,Advanced,3.5L V6,295
Toyota,Tacoma,94925,Automatic,2021,,,2023-09-15 16:34:10.671845,,30585.88,Advanced,2.7L I4,159
Audi,A8,123067,Automatic,2021,Roof,,2024-01-31 16:34:10.671858,2024-03-24 16:34:10.671858,74072.16,Base,3.0L V6 Turbo,335
Mercedes-Benz,GLA,32596,Manual,2015,,,2024-03-21 16:34:10.671871,2024-04-01 16:34:10.671871,10000.0,Base,2.0L I4 Turbo,221
Toyota,Corolla,69951,Automatic,2021,,,2022-12-20 16:34:10.671883,2023-01-29 16:34:10.671883,18345.36,Advanced,2.0L I4,169
Toyota,Camry,85300,Automatic,2008,,,2024-06-28 16:34:10.671897,,10000.0,Full,2.5L I4,203
Toyota,Highlander,128171,Automatic,2003,,,2023-02-10 16:34:10.671907,2023-02-11 16:34:10.671907,10000.0,Advanced,2.5L I4 Hybrid,243
Audi,A4,144750,Automatic,2008,,,2024-10-09 16:34:10.671919,2024-10-19 16:34:10.671919,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,C-Class,57018,Automatic,1998,,,2022-05-12 16:34:10.671931,2022-06-30 16:34:10.671931,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,GLA,35096,Automatic,2018,Front,Front,2023-10-27 16:34:10.671945,,10000.0,Full,2.0L I4 Turbo,221
Audi,A4,137814,Automatic,1998,,,2022-03-11 16:34:10.671956,,15000.0,Base,2.0L I4 Turbo,261
Audi,Q5,77379,Automatic,2008,,,2024-07-12 16:34:10.671966,2024-09-05 16:34:10.671966,15000.0,Base,2.0L I4 Turbo,261
Audi,A6,24590,Automatic,2005,Rear,,2022-12-17 16:34:10.671981,,15000.0,Base,2.0L I4 Turbo,248
Toyota,Corolla,198940,Automatic,2015,,,2022-03-20 16:34:10.671991,,10000.0,Full,2.0L I4,169
Toyota,Highlander,152892,Automatic,2013,Roof,,2024-10-06 16:34:10.672002,2024-11-07 16:34:10.672002,10000.0,Base,3.5L V6,295
Toyota,Highlander,74577,Manual,2014,,,2024-07-15 16:34:10.672014,,10000.0,Full,3.5L V6,295
Audi,A8,23324,Automatic,2015,Front,,2024-08-03 16:34:10.672024,2024-09-25 16:34:10.672024,26333.22,Luxe,4.0L V8,563
Mercedes-Benz,C-Class,72119,Automatic,2015,,,2022-02-15 16:34:10.672037,2022-03-10 16:34:10.672037,10000.0,Luxe,2.0L I4 Turbo,255
Toyota,RAV4,169014,Automatic,2021,,,2023-01-09 16:34:10.672049,,23847.88,Luxe,2.5L I4,203
Mercedes-Benz,C-Class,41521,Automatic,2003,,,2024-01-08 16:34:10.672060,,10548.48,Luxe,2.0L I4 Turbo,255
Toyota,RAV4,47642,Automatic,2009,Front,,2023-09-15 16:34:10.672074,,10000.0,Base,2.5L I4,203
Audi,A8,72079,Automatic,1998,,,2024-07-17 16:34:10.672085,2024-07-27 16:34:10.672085,25016.100000000002,Advanced,3.0L V6 Turbo,335
Toyota,Corolla,33564,Automatic,1984,,,2022-08-08 16:34:10.672098,2022-09-13 16:34:10.672098,10000.0,Luxe,1.8L I4,139
Audi,A6,145774,Automatic,2000,,,2023-09-07 16:34:10.672111,,15000.0,Advanced,2.0L I4 Turbo,248
Audi,Q7,139890,Automatic,2009,,,2024-08-06 16:34:10.672122,2024-08-13 16:34:10.672122,18089.79,Luxe,3.0L V6 Turbo,335
Audi,A4,70474,Automatic,2009,Rear,,2023-04-03 16:34:10.672135,2023-04-19 16:34:10.672135,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Camry,39821,Automatic,1984,,,2024-03-10 16:34:10.672147,2024-03-11 16:34:10.672147,10000.0,Luxe,2.5L I4,203
Audi,A6,86698,Automatic,1999,Front,,2022-10-02 16:34:10.672161,,15000.0,Base,3.0L V6 Turbo,335
Audi,Q7,176123,Automatic,2021,,,2023-12-30 16:34:10.672172,,59788.740000000005,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,S-Class,41251,Automatic,1984,,,2022-12-13 16:34:10.672183,2022-12-28 16:34:10.672183,18806.82,Luxe,4.0L V8,496
Audi,Q7,93303,Manual,2022,Side,,2023-05-09 16:34:10.672196,,94481.06999999999,Full,2.0L I4 Turbo,248
Audi,A8,5680,Automatic,2014,,,2024-05-16 16:34:10.672208,,33878.67,Luxe,4.0L V8,563
Audi,Q7,61017,Automatic,2020,Roof,,2023-08-21 16:34:10.672219,2023-10-01 16:34:10.672219,47140.229999999996,Full,2.0L I4 Turbo,248
Audi,Q5,127106,Automatic,2019,Roof,,2024-10-16 16:34:10.672232,2024-12-08 16:34:10.672232,16826.43,Full,3.0L V6,349
Mercedes-Benz,C-Class,17878,Automatic,1993,,,2023-10-28 16:34:10.672245,2023-11-07 16:34:10.672245,10917.84,Luxe,2.0L I4 Turbo,255
Audi,Q5,89589,Automatic,2022,Rear,,2024-03-01 16:34:10.672260,2024-03-08 16:34:10.672260,71960.85,Full,2.0L I4 Turbo,261
Toyota,Tacoma,84406,Automatic,2013,Roof,,2024-04-21 16:34:10.672272,,10000.0,Advanced,2.7L I4,159
Mercedes-Benz,GLA,171716,Automatic,2015,,,2022-10-06 16:34:10.672283,2022-10-09 16:34:10.672283,10000.0,Full,2.0L I4 Turbo,221
Audi,A8,13864,Automatic,2007,,,2024-10-30 16:34:10.672296,,32946.72,Luxe,4.0L V8,563
Toyota,Tacoma,121213,Automatic,2006,,,2022-07-22 16:34:10.672308,,10000.0,Base,2.7L I4,159
Audi,Q5,37343,Automatic,2015,,,2024-06-19 16:34:10.672407,,15724.14,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,S-Class,39667,Automatic,1997,,,2023-06-21 16:34:10.672420,2023-08-16 16:34:10.672420,16226.14,Advanced,4.0L V8,496
Toyota,Tacoma,49839,Automatic,2006,Side,,2024-02-15 16:34:10.672433,2024-04-04 16:34:10.672433,10000.0,Full,2.7L I4,159
Toyota,Highlander,187247,Automatic,2009,Front,,2023-12-23 16:34:10.672446,,10000.0,Luxe,3.5L V6,295
Audi,A6,80176,Automatic,2022,Front,Rear,2024-11-08 16:34:10.672459,2024-12-09 16:34:10.672459,72053.4,Advanced,2.0L I4 Turbo,248
Audi,Q5,192486,Automatic,2011,,,2022-05-25 16:34:10.672472,,15000.0,Luxe,3.0L V6,349
Mercedes-Benz,E-Class,30758,Automatic,2018,Side,,2022-03-08 16:34:10.672483,2022-03-22 16:34:10.672483,10000.0,Advanced,3.0L I6 Turbo,362
Toyota,Corolla,98741,Automatic,2013,,,2024-03-12 16:34:10.672495,,10000.0,Luxe,1.8L I4,139
Audi,A8,71635,Automatic,2015,Rear,,2024-02-17 16:34:10.672507,,24648.21,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,GLA,95704,Automatic,2023,,,2022-05-16 16:34:10.672519,2022-06-07 16:34:10.672519,65831.0,Luxe,2.0L I4 Turbo,221
Audi,A8,36998,Automatic,2011,Rear,,2023-04-20 16:34:10.672532,,19826.43,Base,3.0L V6 Turbo,335
Audi,Q7,188172,Manual,2009,Rear,,2022-02-13 16:34:10.672545,2022-02-24 16:34:10.672545,15000.0,Base,3.0L V6 Turbo,335
Toyota,Tacoma,123309,Automatic,1996,Side,,2024-05-07 16:34:10.672558,,10000.0,Full,2.7L I4,159
Mercedes-Benz,GLC,158652,Automatic,2020,Rear,,2022-04-29 16:34:10.672569,,18335.76,Full,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,133534,Automatic,2012,,,2022-11-19 16:34:10.672581,2022-12-29 16:34:10.672581,10000.0,Advanced,2.0L I4 Turbo,255
Audi,A4,30683,Automatic,2009,Rear,,2023-02-21 16:34:10.672595,2023-04-16 16:34:10.672595,15000.0,Base,2.0L I4 Turbo,261
Audi,A6,113767,Automatic,2021,Roof,,2023-04-24 16:34:10.672607,2023-06-18 16:34:10.672607,43855.83,Base,3.0L V6 Turbo,335
Toyota,Camry,125062,Automatic,1988,,,2024-08-05 16:34:10.672620,2024-09-01 16:34:10.672620,10000.0,Luxe,3.5L V6,301
Mercedes-Benz,C-Class,64039,Manual,2011,,,2024-07-03 16:34:10.672632,,10000.0,Base,2.0L I4 Turbo,255
Toyota,Tacoma,71384,Automatic,2000,,,2022-09-18 16:34:10.672643,2022-09-22 16:34:10.672643,10000.0,Advanced,2.7L I4,159
Mercedes-Benz,GLC,65950,Automatic,2016,,,2024-05-13 16:34:10.672655,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q5,63082,Automatic,2009,,,2022-09-01 16:34:10.672665,2022-09-16 16:34:10.672665,15000.0,Base,3.0L V6,349
Audi,A8,143829,Automatic,2005,,,2024-09-26 16:34:10.672677,,25169.22,Full,3.0L V6 Turbo,335
Audi,A6,103436,Automatic,2013,,,2022-05-17 16:34:10.672689,2022-05-23 16:34:10.672689,15000.0,Base,2.0L I4 Turbo,248
Toyota,RAV4,196578,Automatic,1996,,,2023-12-13 16:34:10.672701,,10000.0,Base,2.5L I4,203
Toyota,Camry,32248,Automatic,2019,,,2024-04-05 16:34:10.672712,2024-04-24 16:34:10.672712,10000.0,Full,2.5L I4,203
Toyota,Corolla,78354,Automatic,1980,,,2023-05-27 16:34:10.672724,,10000.0,Advanced,2.0L I4,169
Audi,A4,65547,Automatic,1998,Rear,,2024-08-16 16:34:10.672734,2024-10-09 16:34:10.672734,15000.0,Luxe,2.0L I4 Turbo,261
Mercedes-Benz,GLC,93947,Automatic,2017,Side,,2024-03-03 16:34:10.672749,,10000.0,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,156152,Automatic,2012,,,2022-08-15 16:34:10.672759,2022-10-02 16:34:10.672759,10000.0,Base,2.0L I4 Turbo,255
Toyota,RAV4,93321,Automatic,1997,,,2022-05-26 16:34:10.672771,2022-07-02 16:34:10.672771,10000.0,Full,2.5L I4,203
Toyota,Highlander,16260,Automatic,2001,Roof,,2023-08-28 16:34:10.672783,,10000.0,Luxe,3.5L V6,295
Mercedes-Benz,E-Class,143497,Automatic,2020,Roof,,2023-05-22 16:34:10.672794,,26207.92,Luxe,3.0L I6 Turbo,362
Audi,Q7,27904,Automatic,2013,,,2023-09-05 16:34:10.672805,,18269.64,Base,2.0L I4 Turbo,248
Toyota,RAV4,73079,Automatic,2016,Rear,,2022-08-23 16:34:10.672820,,10000.0,Full,2.5L I4,203
Toyota,Tacoma,169252,Automatic,2018,,,2024-02-02 16:34:10.672830,,10000.0,Advanced,2.7L I4,159
Toyota,Tacoma,145195,Automatic,2002,,,2022-10-25 16:34:10.672841,,10000.0,Full,3.5L V6,278
Toyota,Corolla,73971,Automatic,1979,,,2023-12-04 16:34:10.672852,,10000.0,Full,2.0L I4,169
Audi,Q7,148722,Automatic,2022,,,2024-08-28 16:34:10.672862,2024-10-20 16:34:10.672862,99445.01999999999,Full,2.0L I4 Turbo,248
Mercedes-Benz,E-Class,151561,Automatic,2018,,,2022-08-12 16:34:10.672875,,10000.0,Luxe,2.0L I4 Turbo,255
Audi,Q5,27812,Automatic,2009,,,2022-10-28 16:34:10.672886,2022-11-27 16:34:10.672886,15485.880000000001,Advanced,2.0L I4 Turbo,261
Audi,Q7,86358,Automatic,2016,,,2024-02-06 16:34:10.672898,2024-02-11 16:34:10.672898,20561.489999999998,Luxe,2.0L I4 Turbo,248
Toyota,Tacoma,174304,Automatic,2013,Rear,,2022-02-28 16:34:10.672912,2022-03-10 16:34:10.672912,10000.0,Base,3.5L V6,278
Mercedes-Benz,GLC,193141,Automatic,2015,,,2024-03-09 16:34:10.672924,,10000.0,Full,2.0L I4 Turbo,255
Toyota,Highlander,193052,Automatic,2021,Front,,2024-01-11 16:34:10.672936,2024-02-19 16:34:10.672936,21842.5,Full,2.5L I4 Hybrid,243
Audi,A6,118893,Automatic,2007,,,2024-06-02 16:34:10.672949,,15000.0,Base,3.0L V6 Turbo,335
Mercedes-Benz,GLA,6377,Automatic,2021,,,2023-07-08 16:34:10.672961,,35094.02,Advanced,2.0L I4 Turbo,221
Audi,Q5,182485,Automatic,2017,,,2022-02-20 16:34:10.672972,2022-04-01 16:34:10.672972,15000.0,Full,2.0L I4 Turbo,261
Toyota,RAV4,179693,Automatic,2001,,,2023-03-02 16:34:10.672984,2023-03-14 16:34:10.672984,10000.0,Luxe,2.5L I4,203
Toyota,Highlander,165826,Automatic,2013,,,2024-05-29 16:34:10.672996,,10000.0,Full,3.5L V6,295
Audi,A8,195296,Automatic,2015,Rear,,2022-10-22 16:34:10.673009,,15000.0,Base,4.0L V8,563
Toyota,Corolla,190220,Automatic,2022,,,2024-04-03 16:34:10.673020,,22012.7,Luxe,1.8L I4,139
Toyota,Corolla,196370,Automatic,1977,,,2024-06-13 16:34:10.673031,,10000.0,Full,1.8L I4,139
Toyota,Tacoma,62118,Automatic,2008,,,2022-02-18 16:34:10.673042,,10000.0,Full,2.7L I4,159
Audi,Q7,149617,Automatic,2010,,,2022-03-10 16:34:10.673052,,15000.0,Base,2.0L I4 Turbo,248
Mercedes-Benz,GLA,194354,Automatic,2022,,,2023-10-01 16:34:10.673062,2023-11-26 16:34:10.673062,38780.86,Luxe,2.0L I4 Turbo,221
Audi,A8,148750,Automatic,2011,Roof,,2024-02-11 16:34:10.673075,2024-04-10 16:34:10.673075,16955.699999999997,Base,4.0L V8,563
Mercedes-Benz,GLA,9285,Automatic,2020,,,2024-10-21 16:34:10.673088,2024-12-17 16:34:10.673088,22606.12,Base,2.0L I4 Turbo,221
Mercedes-Benz,C-Class,176173,Automatic,1993,,,2024-02-21 16:34:10.673101,2024-04-13 16:34:10.673101,10000.0,Luxe,2.0L I4 Turbo,255
Toyota,Tacoma,144929,Automatic,2020,Side,,2022-05-28 16:34:10.673113,2022-06-01 16:34:10.673113,12308.72,Base,2.7L I4,159
Mercedes-Benz,E-Class,104144,Automatic,2005,,,2023-05-25 16:34:10.673126,2023-06-11 16:34:10.673126,10000.0,Advanced,3.0L I6 Turbo,362
Mercedes-Benz,GLA,87896,Automatic,2022,Rear,,2022-03-21 16:34:10.673140,,31793.62,Base,2.0L I4 Turbo,221
Mercedes-Benz,GLC,172787,Automatic,2017,Roof,,2023-10-24 16:34:10.673152,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q7,169252,Automatic,2021,,,2024-02-26 16:34:10.673162,,70314.0,Full,3.0L V6 Turbo,335
Mercedes-Benz,C-Class,118664,Automatic,2006,Side,,2024-02-18 16:34:10.673176,2024-02-22 16:34:10.673176,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Highlander,5645,Automatic,2006,,,2023-07-13 16:34:10.673188,2023-09-02 16:34:10.673188,10000.0,Full,2.5L I4 Hybrid,243
Audi,A6,18602,Automatic,2023,,,2023-11-09 16:34:10.673201,,135591.51,Advanced,3.0L V6 Turbo,335
Toyota,Highlander,156599,Automatic,2003,,,2022-11-05 16:34:10.673213,,10000.0,Advanced,3.5L V6,295
Audi,A4,165068,Automatic,2019,,,2023-06-19 16:34:10.673224,,16577.64,Luxe,2.0L I4 Turbo,261
Audi,A6,186821,Automatic,2007,Front,,2022-07-08 16:34:10.673235,,15000.0,Base,3.0L V6 Turbo,335
Toyota,Highlander,135019,Automatic,2013,,,2023-07-11 16:34:10.673246,,10000.0,Advanced,3.5L V6,295
Toyota,RAV4,42377,Automatic,2010,Rear,,2022-04-01 16:34:10.673257,,10000.0,Luxe,2.5L I4,203
Audi,A8,28729,Automatic,2023,,,2023-02-25 16:34:10.673267,,202644.57,Advanced,4.0L V8,563
Toyota,Camry,152471,Automatic,1989,Rear,Rear,2024-03-08 16:34:10.673282,,10000.0,Advanced,2.5L I4,203
Toyota,Corolla,144458,Automatic,1983,Rear,,2022-06-09 16:34:10.673293,2022-07-15 16:34:10.673293,10000.0,Base,2.0L I4,169
Mercedes-Benz,C-Class,49870,Manual,2023,,,2024-01-09 16:34:10.673306,,76275.52,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,GLC,76448,Automatic,2021,,,2023-10-25 16:34:10.673318,2023-10-26 16:34:10.673318,46881.42,Luxe,2.0L I4 Turbo,255
Toyota,Tacoma,66321,Automatic,2021,,,2023-05-26 16:34:10.673331,,32853.22,Full,2.7L I4,159
Mercedes-Benz,E-Class,37578,Automatic,2010,Side,,2022-10-22 16:34:10.673345,2022-11-24 16:34:10.673345,10123.56,Luxe,3.0L I6 Turbo,362
Toyota,RAV4,169880,Automatic,2015,Rear,,2024-03-17 16:34:10.673358,2024-04-26 16:34:10.673358,10000.0,Base,2.5L I4,203
Audi,A6,20353,Automatic,2008,,,2023-09-21 16:34:10.673370,,16625.550000000003,Base,3.0L V6 Turbo,335
Audi,A6,84497,Automatic,1994,,,2024-03-19 16:34:10.673381,2024-05-06 16:34:10.673381,16366.439999999999,Full,3.0L V6 Turbo,335
Audi,Q5,39829,Automatic,2021,,,2022-04-18 16:34:10.673394,,78551.19,Full,3.0L V6,349
Toyota,Highlander,72440,Automatic,2014,,,2022-11-27 16:34:10.673407,2022-12-09 16:34:10.673407,10000.0,Advanced,3.5L V6,295
Mercedes-Benz,C-Class,157599,Automatic,2013,,,2023-01-01 16:34:10.673419,,10000.0,Full,2.0L I4 Turbo,255
Toyota,Corolla,141379,Automatic,1995,,,2022-08-26 16:34:10.673430,2022-10-13 16:34:10.673430,10000.0,Advanced,1.8L I4,139
Audi,A6,165263,Automatic,2009,,,2024-02-10 16:34:10.673442,2024-04-05 16:34:10.673442,15000.0,Full,3.0L V6 Turbo,335
Toyota,Camry,5652,Automatic,2018,,,2022-03-26 16:34:10.673454,2022-05-07 16:34:10.673454,10000.0,Base,3.5L V6,301
Toyota,Highlander,149290,Manual,2010,,,2023-10-29 16:34:10.673466,2023-12-18 16:34:10.673466,10000.0,Full,2.5L I4 Hybrid,243
Toyota,RAV4,65787,Automatic,1999,Roof,,2022-10-22 16:34:10.673478,,10000.0,Base,2.5L I4,203
Audi,A4,165219,Automatic,2012,,,2024-02-03 16:34:10.673488,,15000.0,Full,2.0L I4 Turbo,261
Mercedes-Benz,GLA,62169,Automatic,2015,,,2022-08-16 16:34:10.673499,,10000.0,Base,2.0L I4 Turbo,221
Toyota,RAV4,183244,Automatic,2012,,,2024-07-03 16:34:10.673509,2024-07-22 16:34:10.673509,10000.0,Full,2.5L I4,203
Audi,A6,7315,Automatic,2015,,,2023-12-08 16:34:10.673521,,18500.61,Full,2.0L I4 Turbo,248
Mercedes-Benz,E-Class,76921,Automatic,2022,,,2022-03-25 16:34:10.673533,,52152.56,Base,2.0L I4 Turbo,255
Audi,A6,62901,Automatic,2017,,,2024-08-31 16:34:10.673544,,16840.44,Full,2.0L I4 Turbo,248
Audi,A6,130467,Automatic,2011,,,2023-11-20 16:34:10.673556,,16381.619999999999,Luxe,2.0L I4 Turbo,248
Toyota,Tacoma,71237,Automatic,2013,Rear,,2023-06-13 16:34:10.673568,,10000.0,Luxe,3.5L V6,278
Toyota,Tacoma,65143,Automatic,2009,Front,,2022-08-25 16:34:10.673579,2022-08-31 16:34:10.673579,10000.0,Advanced,3.5L V6,278
Toyota,Highlander,193847,Automatic,2006,,,2023-02-10 16:34:10.673591,2023-03-02 16:34:10.673591,10000.0,Advanced,2.5L I4 Hybrid,243
Audi,Q7,189789,Automatic,2005,,,2022-06-02 16:34:10.673603,2022-07-02 16:34:10.673603,15000.0,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,C-Class,138620,Automatic,1997,,,2022-05-07 16:34:10.673615,,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Camry,58699,Automatic,2008,,,2022-04-29 16:34:10.673626,2022-06-04 16:34:10.673626,10000.0,Full,2.5L I4,203
Audi,Q7,150692,Automatic,2020,,,2022-11-15 16:34:10.673638,,44885.61,Full,3.0L V6 Turbo,335
